tconst,adult,backdrop_path,id,title,original_language,original_title,overview,poster_path,media_type,genre_ids,popularity,release_date,video,vote_average,vote_count
tt0826768,FALSE,NA,305547,My Christmas Soldier,en,My Christmas Soldier,"Christmas Eve, 1943. A small Georgia town struggles with the rationing and sacrifices of America at war. Christmas is no exception as 11-year-old Gordy and his sister Priscilla sense a fear in the train station where they await their father's homecoming. Propaganda posters and tense adult talk drive home the evil of the enemy. When a train loaded with German POWs arrives in the station, Gordy's curiosity is stronger than his fear. He dares to approach the prison train and makes contact with a young German soldier named Hans. Through the courage to trust and the song Silent Night, friends and foes learn the true meaning of Peace on Earth, Goodwill Towards Men, and hearts are forever changed. Based on true events.",NA,movie,,0.812,2006-11-07,TRUE,0,0
tt0826768,FALSE,NA,305547,My Christmas Soldier,en,My Christmas Soldier,"Christmas Eve, 1943. A small Georgia town struggles with the rationing and sacrifices of America at war. Christmas is no exception as 11-year-old Gordy and his sister Priscilla sense a fear in the train station where they await their father's homecoming. Propaganda posters and tense adult talk drive home the evil of the enemy. When a train loaded with German POWs arrives in the station, Gordy's curiosity is stronger than his fear. He dares to approach the prison train and makes contact with a young German soldier named Hans. Through the courage to trust and the song Silent Night, friends and foes learn the true meaning of Peace on Earth, Goodwill Towards Men, and hearts are forever changed. Based on true events.",NA,movie,,0.812,2006-11-07,TRUE,0,0
tt0837156,FALSE,/6UWkQY3osYYH70kzHCxAtadzE4e.jpg,347689,Pee-wee's Big Holiday,en,Pee-wee's Big Holiday,A fateful meeting with a mysterious stranger inspires Pee-wee Herman to take his first-ever holiday.,/k5bZS2NsgVswuThBfyJYaV6T6zu.jpg,movie,"12, 35, 10751",14.131,2016-03-15,FALSE,6.1,216
tt0837156,FALSE,/6UWkQY3osYYH70kzHCxAtadzE4e.jpg,347689,Pee-wee's Big Holiday,en,Pee-wee's Big Holiday,A fateful meeting with a mysterious stranger inspires Pee-wee Herman to take his first-ever holiday.,/k5bZS2NsgVswuThBfyJYaV6T6zu.jpg,movie,"12, 35, 10751",14.131,2016-03-15,FALSE,6.1,216
tt0840303,FALSE,/76hm9Opobsum55TLo36lBCaTdu1.jpg,26987,Christmas Do-Over,en,Christmas Do-Over,"A ne'er do well father and ex-husband who always raced his way through the holidays is forced to relive Christmas Day time and again until he gets it right in this family oriented fantasy comedy starring Jay Mohr. It's Christmas time once again, and as usual Kevin (Moore) is scrambling to get his son Ben a last minute gift before stopping by his ex-wife Jill's house for a quick swig of eggnog. Ben can't stand Jill's impossibly perfect new boyfriend, and the prospect of spending the entire evening with his former inlaws is nearly too painful to ponder. But this Christmas things are going to be different, because this Christmas might just last forever. At first Kevin resists the curious development by simply reverting to his childish ways, though he is about to find out that sometimes in order to build a better future one must finally make amends with the past. ~ Jason Buchanan",/51DoG45RuZCiXJc49MA6QUgX1FX.jpg,movie,"35, 10751, 14, 10770",13.049,2006-12-16,FALSE,5.897,38
tt0840303,FALSE,/76hm9Opobsum55TLo36lBCaTdu1.jpg,26987,Christmas Do-Over,en,Christmas Do-Over,"A ne'er do well father and ex-husband who always raced his way through the holidays is forced to relive Christmas Day time and again until he gets it right in this family oriented fantasy comedy starring Jay Mohr. It's Christmas time once again, and as usual Kevin (Moore) is scrambling to get his son Ben a last minute gift before stopping by his ex-wife Jill's house for a quick swig of eggnog. Ben can't stand Jill's impossibly perfect new boyfriend, and the prospect of spending the entire evening with his former inlaws is nearly too painful to ponder. But this Christmas things are going to be different, because this Christmas might just last forever. At first Kevin resists the curious development by simply reverting to his childish ways, though he is about to find out that sometimes in order to build a better future one must finally make amends with the past. ~ Jason Buchanan",/51DoG45RuZCiXJc49MA6QUgX1FX.jpg,movie,"35, 10751, 14, 10770",13.049,2006-12-16,FALSE,5.897,38
tt0840303,FALSE,/76hm9Opobsum55TLo36lBCaTdu1.jpg,26987,Christmas Do-Over,en,Christmas Do-Over,"A ne'er do well father and ex-husband who always raced his way through the holidays is forced to relive Christmas Day time and again until he gets it right in this family oriented fantasy comedy starring Jay Mohr. It's Christmas time once again, and as usual Kevin (Moore) is scrambling to get his son Ben a last minute gift before stopping by his ex-wife Jill's house for a quick swig of eggnog. Ben can't stand Jill's impossibly perfect new boyfriend, and the prospect of spending the entire evening with his former inlaws is nearly too painful to ponder. But this Christmas things are going to be different, because this Christmas might just last forever. At first Kevin resists the curious development by simply reverting to his childish ways, though he is about to find out that sometimes in order to build a better future one must finally make amends with the past. ~ Jason Buchanan",/51DoG45RuZCiXJc49MA6QUgX1FX.jpg,movie,"35, 10751, 14, 10770",13.049,2006-12-16,FALSE,5.897,38
tt0840350,FALSE,/ycCzNLoCgYfEZhLk8xZQmnjnMkl.jpg,25396,My Little Pony: A Very Minty Christmas,en,My Little Pony: A Very Minty Christmas,"The 'Here Comes Christmas Candy Cane' is an important part of Ponyville: it’s the beacon that shows jolly old Santa Claus the way to the town as he makes his holiday rounds each year. But when Minty accidentally breaks it, it looks like Ponyville is destined to have a bleak holiday season. Minty is determined to do anything to save Christmas for her Pony friends while they, in turn, band together to try and cheer up their despondent four-legged friend.",/jaWZYoknYXnGfklomIUz94rZZgT.jpg,movie,"16, 14",10.71,2005-10-25,FALSE,5.4,14
tt0840350,FALSE,/ycCzNLoCgYfEZhLk8xZQmnjnMkl.jpg,25396,My Little Pony: A Very Minty Christmas,en,My Little Pony: A Very Minty Christmas,"The 'Here Comes Christmas Candy Cane' is an important part of Ponyville: it’s the beacon that shows jolly old Santa Claus the way to the town as he makes his holiday rounds each year. But when Minty accidentally breaks it, it looks like Ponyville is destined to have a bleak holiday season. Minty is determined to do anything to save Christmas for her Pony friends while they, in turn, band together to try and cheer up their despondent four-legged friend.",/jaWZYoknYXnGfklomIUz94rZZgT.jpg,movie,"16, 14",10.71,2005-10-25,FALSE,5.4,14
tt0840350,FALSE,/ycCzNLoCgYfEZhLk8xZQmnjnMkl.jpg,25396,My Little Pony: A Very Minty Christmas,en,My Little Pony: A Very Minty Christmas,"The 'Here Comes Christmas Candy Cane' is an important part of Ponyville: it’s the beacon that shows jolly old Santa Claus the way to the town as he makes his holiday rounds each year. But when Minty accidentally breaks it, it looks like Ponyville is destined to have a bleak holiday season. Minty is determined to do anything to save Christmas for her Pony friends while they, in turn, band together to try and cheer up their despondent four-legged friend.",/jaWZYoknYXnGfklomIUz94rZZgT.jpg,movie,"16, 14",10.71,2005-10-25,FALSE,5.4,14
tt0841032,FALSE,/9euC6vIanP8hw184Mri03yAxC1Q.jpg,26990,The Perfect Holiday,en,The Perfect Holiday,"Laughter, love and just a hint of magic make for THE PERFECT HOLIDAY, a fun-filled comedy romance starring Morris Chestnut, Gabrielle Union, Charlie Murphy, Katt Williams, Faizon Love, Terrence Howard and Queen Latifah. All Nancy Taylor (Union) wants for Christmas is to meet a nice man. So when her little girl shares Mommy's wish with smitten shopping mall Santa, Benjamin Armstrong (Chestnut), he does his best to make her dream come true in this delightful holiday treat the entire family will enjoy!",/jcTdf8SyKsJNhx1ezDjy6b5dyNg.jpg,movie,"35, 18, 10749, 10751",13.724,2007-12-12,FALSE,5.6,36
tt0841032,FALSE,/9euC6vIanP8hw184Mri03yAxC1Q.jpg,26990,The Perfect Holiday,en,The Perfect Holiday,"Laughter, love and just a hint of magic make for THE PERFECT HOLIDAY, a fun-filled comedy romance starring Morris Chestnut, Gabrielle Union, Charlie Murphy, Katt Williams, Faizon Love, Terrence Howard and Queen Latifah. All Nancy Taylor (Union) wants for Christmas is to meet a nice man. So when her little girl shares Mommy's wish with smitten shopping mall Santa, Benjamin Armstrong (Chestnut), he does his best to make her dream come true in this delightful holiday treat the entire family will enjoy!",/jcTdf8SyKsJNhx1ezDjy6b5dyNg.jpg,movie,"35, 18, 10749, 10751",13.724,2007-12-12,FALSE,5.6,36
tt0841032,FALSE,/9euC6vIanP8hw184Mri03yAxC1Q.jpg,26990,The Perfect Holiday,en,The Perfect Holiday,"Laughter, love and just a hint of magic make for THE PERFECT HOLIDAY, a fun-filled comedy romance starring Morris Chestnut, Gabrielle Union, Charlie Murphy, Katt Williams, Faizon Love, Terrence Howard and Queen Latifah. All Nancy Taylor (Union) wants for Christmas is to meet a nice man. So when her little girl shares Mommy's wish with smitten shopping mall Santa, Benjamin Armstrong (Chestnut), he does his best to make her dream come true in this delightful holiday treat the entire family will enjoy!",/jcTdf8SyKsJNhx1ezDjy6b5dyNg.jpg,movie,"35, 18, 10749, 10751",13.724,2007-12-12,FALSE,5.6,36
tt0847537,FALSE,NA,41523,"The Wiggles: Wiggly, Wiggly Christmas",en,"The Wiggles: Wiggly, Wiggly Christmas","""Wiggly, Wiggly Christmas"" is the sixth Wiggles Video, and also the first Christmas-themed Wiggles Video. It was released on October 13, 1997. and it was filmed in September 1996-July-August 1997.",/kcWVuSsgHHH7W1EeOazbVi3Y1WN.jpg,movie,"10402, 10751",2.428,1997-10-23,FALSE,5.1,4
tt0847537,FALSE,NA,41523,"The Wiggles: Wiggly, Wiggly Christmas",en,"The Wiggles: Wiggly, Wiggly Christmas","""Wiggly, Wiggly Christmas"" is the sixth Wiggles Video, and also the first Christmas-themed Wiggles Video. It was released on October 13, 1997. and it was filmed in September 1996-July-August 1997.",/kcWVuSsgHHH7W1EeOazbVi3Y1WN.jpg,movie,"10402, 10751",2.428,1997-10-23,FALSE,5.1,4
tt0847537,FALSE,NA,41523,"The Wiggles: Wiggly, Wiggly Christmas",en,"The Wiggles: Wiggly, Wiggly Christmas","""Wiggly, Wiggly Christmas"" is the sixth Wiggles Video, and also the first Christmas-themed Wiggles Video. It was released on October 13, 1997. and it was filmed in September 1996-July-August 1997.",/kcWVuSsgHHH7W1EeOazbVi3Y1WN.jpg,movie,"10402, 10751",2.428,1997-10-23,FALSE,5.1,4
tt0849447,FALSE,/eTbivYREJQ8n77DeIvOnge1AHEz.jpg,265982,Holidaze: The Christmas That Almost Didn't Happen,en,Holidaze: The Christmas That Almost Didn't Happen,"Rusty Reindeer (Savage) stumbles into a support group where the Easter Bunny, Cupid, and other down-and-out holiday icons congregate.",/bGQOSLcyBk2K8bxCKNIpenifLVz.jpg,movie,"10751, 16",2.152,2006-11-14,FALSE,6,1
tt0849447,FALSE,/eTbivYREJQ8n77DeIvOnge1AHEz.jpg,265982,Holidaze: The Christmas That Almost Didn't Happen,en,Holidaze: The Christmas That Almost Didn't Happen,"Rusty Reindeer (Savage) stumbles into a support group where the Easter Bunny, Cupid, and other down-and-out holiday icons congregate.",/bGQOSLcyBk2K8bxCKNIpenifLVz.jpg,movie,"10751, 16",2.152,2006-11-14,FALSE,6,1
tt0871968,FALSE,NA,356286,Christmas on July 24th Avenue,ja,7月24日通りのクリスマス,"Sayuri Honda (Miki Nakatani) claims she has no interests in love affairs. She refuses to take things as they are for she fancies her harbor town of Nagasaki as Lisbon, Portugal. But on Christmas, encouraged by the season of romance, she tries to materialize her once-in-a-lifetime love with the man of her dreams.",/e7nPcA6xwZLJqXVvdmggGl9jFfa.jpg,movie,"18, 10749, 35",0.986,2006-11-03,FALSE,3.2,4
tt0871968,FALSE,NA,356286,Christmas on July 24th Avenue,ja,7月24日通りのクリスマス,"Sayuri Honda (Miki Nakatani) claims she has no interests in love affairs. She refuses to take things as they are for she fancies her harbor town of Nagasaki as Lisbon, Portugal. But on Christmas, encouraged by the season of romance, she tries to materialize her once-in-a-lifetime love with the man of her dreams.",/e7nPcA6xwZLJqXVvdmggGl9jFfa.jpg,movie,"18, 10749, 35",0.986,2006-11-03,FALSE,3.2,4
tt0872243,FALSE,/6f6bL6v6veaIbk39LU3PjxtkDSq.jpg,30351,All She Wants for Christmas,en,All She Wants for Christmas,"Forest City depends entirely on the Aikens Christmas decoration factory. Local economics graduate Judith 'Noelle' Dunn returned there to finish her thesis by analyzing the plant. A freak near-accident matches her with adventurous drifter Justin Allen, whom she gets a menial job in the factory. Alas the late founder discretely footed systematical losses. His haughty granddaughter Ashley Aikens arrives to check if the firm can be made profitable. Noelle is jealous when Ashley keeps contacting Justin, who swears only to have eyes for her. It turns out he is key to more secrets, but will they work for good or bad?",/rrPA2PbSQwC2UXQSKSKKBjylzu2.jpg,movie,"35, 18, 10749, 10770",3.455,2006-12-18,FALSE,5.5,10
tt0872243,FALSE,/6f6bL6v6veaIbk39LU3PjxtkDSq.jpg,30351,All She Wants for Christmas,en,All She Wants for Christmas,"Forest City depends entirely on the Aikens Christmas decoration factory. Local economics graduate Judith 'Noelle' Dunn returned there to finish her thesis by analyzing the plant. A freak near-accident matches her with adventurous drifter Justin Allen, whom she gets a menial job in the factory. Alas the late founder discretely footed systematical losses. His haughty granddaughter Ashley Aikens arrives to check if the firm can be made profitable. Noelle is jealous when Ashley keeps contacting Justin, who swears only to have eyes for her. It turns out he is key to more secrets, but will they work for good or bad?",/rrPA2PbSQwC2UXQSKSKKBjylzu2.jpg,movie,"35, 18, 10749, 10770",3.455,2006-12-18,FALSE,5.5,10
tt0872243,FALSE,/6f6bL6v6veaIbk39LU3PjxtkDSq.jpg,30351,All She Wants for Christmas,en,All She Wants for Christmas,"Forest City depends entirely on the Aikens Christmas decoration factory. Local economics graduate Judith 'Noelle' Dunn returned there to finish her thesis by analyzing the plant. A freak near-accident matches her with adventurous drifter Justin Allen, whom she gets a menial job in the factory. Alas the late founder discretely footed systematical losses. His haughty granddaughter Ashley Aikens arrives to check if the firm can be made profitable. Noelle is jealous when Ashley keeps contacting Justin, who swears only to have eyes for her. It turns out he is key to more secrets, but will they work for good or bad?",/rrPA2PbSQwC2UXQSKSKKBjylzu2.jpg,movie,"35, 18, 10749, 10770",3.455,2006-12-18,FALSE,5.5,10
tt0884775,FALSE,NA,705538,Camp Christmas,en,Camp Christmas,Several guests who are lesbian or gay go to a home for Christmas.,/eqbVHLJ0LGooexbeiVqSEISEMiM.jpg,movie,,1.4,1993-12-24,FALSE,3.5,2
tt0884775,FALSE,NA,705538,Camp Christmas,en,Camp Christmas,Several guests who are lesbian or gay go to a home for Christmas.,/eqbVHLJ0LGooexbeiVqSEISEMiM.jpg,movie,,1.4,1993-12-24,FALSE,3.5,2
tt0884793,FALSE,/diXPFvBDegfN9et66asnrA0gbqv.jpg,74204,A Christmas Carol,en,A Christmas Carol,"In this timeless Charles Dickens Story, Ebenezer Scrooge, a mean, miserly merchant, lacking in any Christmas Spirit, receives ominous warnings from the ghosts of Christmas Past, Christmas Present and Christmas Future as they each take him on strange and magical journeys to show him that even the poor, the crippled and the sick are rich in love and goodwill at Christmas time - an experience that will change Scrooge forever.",/nnIupTxm9PmFqBPRk54KaNeEw68.jpg,movie,"16, 10751",3.531,1982-07-31,FALSE,7.9,10
tt0884793,FALSE,/diXPFvBDegfN9et66asnrA0gbqv.jpg,74204,A Christmas Carol,en,A Christmas Carol,"In this timeless Charles Dickens Story, Ebenezer Scrooge, a mean, miserly merchant, lacking in any Christmas Spirit, receives ominous warnings from the ghosts of Christmas Past, Christmas Present and Christmas Future as they each take him on strange and magical journeys to show him that even the poor, the crippled and the sick are rich in love and goodwill at Christmas time - an experience that will change Scrooge forever.",/nnIupTxm9PmFqBPRk54KaNeEw68.jpg,movie,"16, 10751",3.531,1982-07-31,FALSE,7.9,10
tt0884793,FALSE,/diXPFvBDegfN9et66asnrA0gbqv.jpg,74204,A Christmas Carol,en,A Christmas Carol,"In this timeless Charles Dickens Story, Ebenezer Scrooge, a mean, miserly merchant, lacking in any Christmas Spirit, receives ominous warnings from the ghosts of Christmas Past, Christmas Present and Christmas Future as they each take him on strange and magical journeys to show him that even the poor, the crippled and the sick are rich in love and goodwill at Christmas time - an experience that will change Scrooge forever.",/nnIupTxm9PmFqBPRk54KaNeEw68.jpg,movie,"16, 10751",3.531,1982-07-31,FALSE,7.9,10
tt0885415,FALSE,/kEgr8FGXavizdpsZ4LwWpmkDy3L.jpg,25741,The Flight Before Christmas,fi,Niko: Lentäjän poika,"A reindeer boy named Niko dreams about flying like his father, whom he has never met. Despite constant mocking from others, he sneaks out of his home valley to take flying lessons from Julius, a flying squirrel.",/vEv1FpWQntCYeLW8QUwnE0uFQXa.jpg,movie,"16, 10751, 12, 18, 14",15.279,2008-09-22,FALSE,5.8,134
tt0885415,FALSE,/kEgr8FGXavizdpsZ4LwWpmkDy3L.jpg,25741,The Flight Before Christmas,fi,Niko: Lentäjän poika,"A reindeer boy named Niko dreams about flying like his father, whom he has never met. Despite constant mocking from others, he sneaks out of his home valley to take flying lessons from Julius, a flying squirrel.",/vEv1FpWQntCYeLW8QUwnE0uFQXa.jpg,movie,"16, 10751, 12, 18, 14",15.279,2008-09-22,FALSE,5.8,134
tt0885415,FALSE,/kEgr8FGXavizdpsZ4LwWpmkDy3L.jpg,25741,The Flight Before Christmas,fi,Niko: Lentäjän poika,"A reindeer boy named Niko dreams about flying like his father, whom he has never met. Despite constant mocking from others, he sneaks out of his home valley to take flying lessons from Julius, a flying squirrel.",/vEv1FpWQntCYeLW8QUwnE0uFQXa.jpg,movie,"16, 10751, 12, 18, 14",15.279,2008-09-22,FALSE,5.8,134
tt0893404,FALSE,/698ApJIcU6vQenAGURruaMud1lN.jpg,82097,Home by Christmas,en,Home by Christmas,"Julia Bedford is a homemaker who's left with next to nothing after a divorce. When Julia finds herself homeless, she begins her comeback and discovers what is really valuable in life.",/zcXtTmUnSRR8XayKdDe4gQAwmAL.jpg,movie,"18, 10751, 10770",6.056,2006-12-25,FALSE,5.5,14
tt0893404,FALSE,/698ApJIcU6vQenAGURruaMud1lN.jpg,82097,Home by Christmas,en,Home by Christmas,"Julia Bedford is a homemaker who's left with next to nothing after a divorce. When Julia finds herself homeless, she begins her comeback and discovers what is really valuable in life.",/zcXtTmUnSRR8XayKdDe4gQAwmAL.jpg,movie,"18, 10751, 10770",6.056,2006-12-25,FALSE,5.5,14
tt0896522,FALSE,/mZbGLiSscsF2ipFt7su7gmSLn8l.jpg,13248,"Bah, Humduck!: A Looney Tunes Christmas",en,"Bah, Humduck!: A Looney Tunes Christmas","In this adaptation of Charles Dickens' A Christmas Carol, Daffy Duck is the greedy proprietor of the Lucky Duck Mega-Mart and all he can think about is the money to be made during the holiday season.",/f568JOtSlQoevRIDBKK3YIkHbvd.jpg,movie,"16, 10751, 35",19.914,2006-11-14,FALSE,7.3,112
tt0896522,FALSE,/mZbGLiSscsF2ipFt7su7gmSLn8l.jpg,13248,"Bah, Humduck!: A Looney Tunes Christmas",en,"Bah, Humduck!: A Looney Tunes Christmas","In this adaptation of Charles Dickens' A Christmas Carol, Daffy Duck is the greedy proprietor of the Lucky Duck Mega-Mart and all he can think about is the money to be made during the holiday season.",/f568JOtSlQoevRIDBKK3YIkHbvd.jpg,movie,"16, 10751, 35",19.914,2006-11-14,FALSE,7.3,112
tt0896522,FALSE,/mZbGLiSscsF2ipFt7su7gmSLn8l.jpg,13248,"Bah, Humduck!: A Looney Tunes Christmas",en,"Bah, Humduck!: A Looney Tunes Christmas","In this adaptation of Charles Dickens' A Christmas Carol, Daffy Duck is the greedy proprietor of the Lucky Duck Mega-Mart and all he can think about is the money to be made during the holiday season.",/f568JOtSlQoevRIDBKK3YIkHbvd.jpg,movie,"16, 10751, 35",19.914,2006-11-14,FALSE,7.3,112
tt0906599,FALSE,/h85UTH8pgpVDW8Og1sCzZbNVx3e.jpg,81303,Holiday Wishes,en,Holiday Wishes,"Danni Hartford, party planner to the King family, wants to find her sister. Britney, the Kings' spoiled 15-year-old daughter, wants a horse. On a nearby horse farm, Rachel is treated like a servant by her foster siblings; all she wants is a real family. When all three girls make wishes at the Christmas dance, Britney and Rachel's souls switch bodies. But the girls soon find their new lives are not exactly what they pictured. When Danni discovers what has happened, she must figure out how to switch the girls back.",/a5zF1kC0G5naNnlxz1C1PjB3Pcu.jpg,movie,"14, 35, 10749, 10751, 10770",5.11,2006-12-17,FALSE,4.7,8
tt0906599,FALSE,/h85UTH8pgpVDW8Og1sCzZbNVx3e.jpg,81303,Holiday Wishes,en,Holiday Wishes,"Danni Hartford, party planner to the King family, wants to find her sister. Britney, the Kings' spoiled 15-year-old daughter, wants a horse. On a nearby horse farm, Rachel is treated like a servant by her foster siblings; all she wants is a real family. When all three girls make wishes at the Christmas dance, Britney and Rachel's souls switch bodies. But the girls soon find their new lives are not exactly what they pictured. When Danni discovers what has happened, she must figure out how to switch the girls back.",/a5zF1kC0G5naNnlxz1C1PjB3Pcu.jpg,movie,"14, 35, 10749, 10751, 10770",5.11,2006-12-17,FALSE,4.7,8
tt0906599,FALSE,/h85UTH8pgpVDW8Og1sCzZbNVx3e.jpg,81303,Holiday Wishes,en,Holiday Wishes,"Danni Hartford, party planner to the King family, wants to find her sister. Britney, the Kings' spoiled 15-year-old daughter, wants a horse. On a nearby horse farm, Rachel is treated like a servant by her foster siblings; all she wants is a real family. When all three girls make wishes at the Christmas dance, Britney and Rachel's souls switch bodies. But the girls soon find their new lives are not exactly what they pictured. When Danni discovers what has happened, she must figure out how to switch the girls back.",/a5zF1kC0G5naNnlxz1C1PjB3Pcu.jpg,movie,"14, 35, 10749, 10751, 10770",5.11,2006-12-17,FALSE,4.7,8
tt0910885,FALSE,/39pBk3APJjE1AQuUNgk90d01F5m.jpg,286532,A Merry Friggin' Christmas,en,A Merry Friggin' Christmas,"Boyd Mitchler and his family must spend Christmas with his estranged family of misfits. Upon realizing that he left all his son's gifts at home, he hits the road with his dad in an attempt to make the 8-hour round trip before sunrise.",/eR9muFXkNCknGdfTQSeDS6tdPdZ.jpg,movie,35,34.374,2014-11-07,FALSE,5.319,213
tt0910885,FALSE,/39pBk3APJjE1AQuUNgk90d01F5m.jpg,286532,A Merry Friggin' Christmas,en,A Merry Friggin' Christmas,"Boyd Mitchler and his family must spend Christmas with his estranged family of misfits. Upon realizing that he left all his son's gifts at home, he hits the road with his dad in an attempt to make the 8-hour round trip before sunrise.",/eR9muFXkNCknGdfTQSeDS6tdPdZ.jpg,movie,35,34.374,2014-11-07,FALSE,5.319,213
tt0913441,FALSE,/71tfsxjm8mJRFzLPKar9bsAmJQA.jpg,779433,What Have You Done?: The Remaking of 'Black Christmas',en,What Have You Done?: The Remaking of 'Black Christmas',"A behind-the-scenes preview at the upcoming horror remake, Black Christmas, to be released on Christmas Day 2006. Featuring interviews with writer/director, Glen Morgan, his cast of sorority girls and key crew members, discover the stories behind the creative and technical challenges of modernizing a cult classic tale, from delving deeper into the back story of the elusive stalker, ""Billy"", to adding more scares, and the darker historical aspects of the Christmas holidays.",/eGX0cYHlTD4BIP11kaRm3Gf7rNM.jpg,movie,"27, 99",0.894,2006-12-01,FALSE,0,0
tt0913441,FALSE,/71tfsxjm8mJRFzLPKar9bsAmJQA.jpg,779433,What Have You Done?: The Remaking of 'Black Christmas',en,What Have You Done?: The Remaking of 'Black Christmas',"A behind-the-scenes preview at the upcoming horror remake, Black Christmas, to be released on Christmas Day 2006. Featuring interviews with writer/director, Glen Morgan, his cast of sorority girls and key crew members, discover the stories behind the creative and technical challenges of modernizing a cult classic tale, from delving deeper into the back story of the elusive stalker, ""Billy"", to adding more scares, and the darker historical aspects of the Christmas holidays.",/eGX0cYHlTD4BIP11kaRm3Gf7rNM.jpg,movie,"27, 99",0.894,2006-12-01,FALSE,0,0
tt0918500,FALSE,/mwPdTGSOZlZrHzDEXRARunyNgYl.jpg,824258,The Candy Maker’s Christmas,en,The Candy Maker’s Christmas,August learns a lesson in love and humanity as his candy cane becomes a popular Christmas reminder for people throughout the world.,/cTooGAgqz1hxNiv9dKA6JVJTHR.jpg,movie,"16, 10751",0.624,1999-01-01,FALSE,2,1
tt0918500,FALSE,/mwPdTGSOZlZrHzDEXRARunyNgYl.jpg,824258,The Candy Maker’s Christmas,en,The Candy Maker’s Christmas,August learns a lesson in love and humanity as his candy cane becomes a popular Christmas reminder for people throughout the world.,/cTooGAgqz1hxNiv9dKA6JVJTHR.jpg,movie,"16, 10751",0.624,1999-01-01,FALSE,2,1
tt0918511,FALSE,/7yoo7MwIGadtntY9jXzg20M0yja.jpg,13358,A Dennis the Menace Christmas,en,A Dennis the Menace Christmas,"A Dennis The Menace version of A Christmas Carol where Mr. Wilson plays his own version of Scrooge. While Dennis has problems of his own with the neighborhood bully, he does his best to try and give Mr. Wilson the Christmas Spirit. Dennis causes his usual damage and Mr. Wilson ends up breaking Dennis' spirit. An Angel of Christmas Past Present and Future steps in to help save Christmas for the Mitchells, the Wilsons, and everyone else.",/cgjyUL2STLzjOGb3mXePXpNNC1O.jpg,movie,"35, 10751, 14",22.068,2007-11-13,FALSE,5.44,83
tt0918511,FALSE,/7yoo7MwIGadtntY9jXzg20M0yja.jpg,13358,A Dennis the Menace Christmas,en,A Dennis the Menace Christmas,"A Dennis The Menace version of A Christmas Carol where Mr. Wilson plays his own version of Scrooge. While Dennis has problems of his own with the neighborhood bully, he does his best to try and give Mr. Wilson the Christmas Spirit. Dennis causes his usual damage and Mr. Wilson ends up breaking Dennis' spirit. An Angel of Christmas Past Present and Future steps in to help save Christmas for the Mitchells, the Wilsons, and everyone else.",/cgjyUL2STLzjOGb3mXePXpNNC1O.jpg,movie,"35, 10751, 14",22.068,2007-11-13,FALSE,5.44,83
tt0918511,FALSE,/7yoo7MwIGadtntY9jXzg20M0yja.jpg,13358,A Dennis the Menace Christmas,en,A Dennis the Menace Christmas,"A Dennis The Menace version of A Christmas Carol where Mr. Wilson plays his own version of Scrooge. While Dennis has problems of his own with the neighborhood bully, he does his best to try and give Mr. Wilson the Christmas Spirit. Dennis causes his usual damage and Mr. Wilson ends up breaking Dennis' spirit. An Angel of Christmas Past Present and Future steps in to help save Christmas for the Mitchells, the Wilsons, and everyone else.",/cgjyUL2STLzjOGb3mXePXpNNC1O.jpg,movie,"35, 10751, 14",22.068,2007-11-13,FALSE,5.44,83
tt0920465,FALSE,/aVlMe3ovNmi2hvM0HORNYirGNSo.jpg,28278,The Night Before Christmas: A Mouse Tale,en,The Night Before Christmas: A Mouse Tale,"Animated holiday feature for the entire family, destined to become a classic. Based on the beloved poem by Clement C. Moore, the story begins on Christmas Eve.",/pAI41MpGL3dppv3ca1cNKe0JtiO.jpg,movie,"16, 10770",4.45,2002-01-01,FALSE,8.5,2
tt0920465,FALSE,/aVlMe3ovNmi2hvM0HORNYirGNSo.jpg,28278,The Night Before Christmas: A Mouse Tale,en,The Night Before Christmas: A Mouse Tale,"Animated holiday feature for the entire family, destined to become a classic. Based on the beloved poem by Clement C. Moore, the story begins on Christmas Eve.",/pAI41MpGL3dppv3ca1cNKe0JtiO.jpg,movie,"16, 10770",4.45,2002-01-01,FALSE,8.5,2
tt0920465,FALSE,/aVlMe3ovNmi2hvM0HORNYirGNSo.jpg,28278,The Night Before Christmas: A Mouse Tale,en,The Night Before Christmas: A Mouse Tale,"Animated holiday feature for the entire family, destined to become a classic. Based on the beloved poem by Clement C. Moore, the story begins on Christmas Eve.",/pAI41MpGL3dppv3ca1cNKe0JtiO.jpg,movie,"16, 10770",4.45,2002-01-01,FALSE,8.5,2
tt0920737,FALSE,/uwqxgioOYOMltyKvk63Dx0B3MJT.jpg,49198,Laura's Star Xmas Special,de,Lauras Weihnachtsstern,"Just when Laura and her family were preparing to spend the Christmas holidays at Aunt Martha, the car breaks down and must spend Christmas at home, and without a tree. A fun adventure for the whole family.",/1GZEsvdZTNL04xpFJJ1CZ0GPA0p.jpg,movie,16,1.542,2006-12-01,FALSE,4,2
tt0920737,FALSE,/uwqxgioOYOMltyKvk63Dx0B3MJT.jpg,49198,Laura's Star Xmas Special,de,Lauras Weihnachtsstern,"Just when Laura and her family were preparing to spend the Christmas holidays at Aunt Martha, the car breaks down and must spend Christmas at home, and without a tree. A fun adventure for the whole family.",/1GZEsvdZTNL04xpFJJ1CZ0GPA0p.jpg,movie,16,1.542,2006-12-01,FALSE,4,2
