name,type,ra,dec,image
Tadpole Nebula,Nebula,80.5,33.483,http://commons.wikimedia.org/wiki/Special:FilePath/IC%20410%20%26%20NGC%201893-2.jpg
Tarantula Nebula,Nebula,84.65,-69.08639,http://commons.wikimedia.org/wiki/Special:FilePath/Tarantula%20Nebula%20TRAPPIST.jpg
Tau Virginis,Star,210.41163979453543,1.54453060782639,NA
Taurus Molecular Cloud,Nebula,70.25,25.867,http://commons.wikimedia.org/wiki/Special:FilePath/Herschel%E2%80%99s%20view%20of%20the%20Taurus%20molecular%20cloud%20ESA384012.jpg
Terzan 5,Cluster,267,-24.78,http://commons.wikimedia.org/wiki/Special:FilePath/The%20star%20cluster%20Terzan%205%20%28eso0945a%29.jpg
Trapezium Cluster,Cluster,83.81875,-5.38722,http://commons.wikimedia.org/wiki/Special:FilePath/Trapezium%20cluster%20optical%20and%20infrared%20comparison.jpg
Triangulum Galaxy,Galaxy,23.46206906218,30.66017511198,http://commons.wikimedia.org/wiki/Special:FilePath/M33.jpg
Trifid Nebula,Nebula,270.675,-22.9717,http://commons.wikimedia.org/wiki/Special:FilePath/Trifid.nebula.arp.750pix.jpg
Trumpler 14,Cluster,160.9833,-59.55,http://commons.wikimedia.org/wiki/Special:FilePath/Trumpler%2014%20by%20Hubble.jpg
Tulip Nebula,Nebula,299.9792,35.2767,http://commons.wikimedia.org/wiki/Special:FilePath/Tulip-Nebula.jpg
Tycho G,Star,6.3483174342259,64.1338965259255,NA
UGC 12591,Galaxy,351.3406,28.4952,http://commons.wikimedia.org/wiki/Special:FilePath/UGC12591%20Hubble%204000.jpg
UGC 2885,Galaxy,58.2602428406812,35.5894915481286,http://commons.wikimedia.org/wiki/Special:FilePath/UGC%202885.tif
Upsilon Geminorum,Star,113.98062505905,26.8957444986,NA
Ursa Major Moving Group,Cluster,188,57,http://commons.wikimedia.org/wiki/Special:FilePath/UMa2.jpg
V1331 Cygni,Star,315.2883618187118,50.3624453641461,http://commons.wikimedia.org/wiki/Special:FilePath/A%20young%20star%20takes%20centre%20stage.jpg
V380 Orionis,Star,84.10596385234416,-6.71602345825,http://commons.wikimedia.org/wiki/Special:FilePath/Ngc1999.jpg
Vega,Star,279.234734787,38.783688956,http://commons.wikimedia.org/wiki/Special:FilePath/Vega%20Spitzer.jpg
Vela Molecular Ridge,Nebula,133.25,-45,http://commons.wikimedia.org/wiki/Special:FilePath/Ngc2626atlas.jpg
Vela Pulsar,Star,128.836063542,-45.176431806,http://commons.wikimedia.org/wiki/Special:FilePath/Cycle%20of%20pulsed%20gamma%20rays%20from%20the%20Vela%20pulsar%20220px.gif
Vela Supernova Remnant,Nebula,128.5,-45.833,http://commons.wikimedia.org/wiki/Special:FilePath/Vela%20Supernova%20Remnant%20by%20Harel%20Boren%20%28155256626%29.jpg
Virgo Cluster,Cluster,186.63375,12.72333,http://commons.wikimedia.org/wiki/Special:FilePath/Virgo%20Cluster%20taken%20by%20Vera%20C.%20Rubin%20%28noirlab2521a%29.jpg
Virgo Supercluster,Galaxy,187.75,12.4,http://commons.wikimedia.org/wiki/Special:FilePath/Superc%C3%BAmulo%20de%20Virgo.jpg
W Orionis,Star,76.34882946369,1.17762628862,NA
W50,Nebula,288.0833,4.917,http://commons.wikimedia.org/wiki/Special:FilePath/W50%20medium.jpg
WR 134,Star,302.5591374232452,36.176408056991,NA
WR 136,Star,303.0272583616228,38.3549399558256,http://commons.wikimedia.org/wiki/Special:FilePath/WR136%20in%20NGC6888.jpg
WR 140,Star,305.11653944924,43.85451579467,NA
WR 25,Star,161.04322662985,-59.71973952255,http://commons.wikimedia.org/wiki/Special:FilePath/WR%2025%20and%20Tr16-244%20region%20%28cropped%29.jpg
Westerlund 1,Cluster,251.766667,-45.851361,http://commons.wikimedia.org/wiki/Special:FilePath/Westerlund%201.jpg
Westerlund 1-26,Star,251.7725265386488,-45.8435023054615,http://commons.wikimedia.org/wiki/Special:FilePath/Westerlund%201.jpg
Westerlund 2,Cluster,10.3994722,-57.7636111,http://commons.wikimedia.org/wiki/Special:FilePath/NASA%20Unveils%20Celestial%20Fireworks%20as%20Official%20Hubble%2025th%20Anniversary%20Image.jpg
Whirlpool Galaxy,Galaxy,202.469575,47.1952583,http://commons.wikimedia.org/wiki/Special:FilePath/M51%20Hubble%20Remix.jpg
Xi Persei,Star,59.74125954875,35.79103144583,NA
Zeta Ophiuchi,Star,249.28974606042,-10.56709151972,http://commons.wikimedia.org/wiki/Special:FilePath/Zeta%20Oph%20Runaway%20Star.jpg
Zeta Tauri,Star,84.41118926292,21.14254411222,http://commons.wikimedia.org/wiki/Special:FilePath/Taurus%20IAU.svg
